C note;Notes;Scale;Degrees;MIDI notes
C11sharp;[ 0, 4, 7, 10, 14, 18 ];dorian;[ 0, 2.1, 4, 6, 8, 10.1 ];[ c 0, d 0, e 0, f#0, g#0, a#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];egyptian;[ 0, 1.2, 3, 4, 6, 7.1 ];[ c 0, c#0, d#0, e 0, f#0, g 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];enigmatic;[ 0, 2, 3.1, 5, 8.1, 10 ];[ c 0, d 0, d#0, f 0, g#0, a#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];farahfaza;[ 0, 1, 2.1, 3, 7.2, 9 ];[ c 0, c#0, d 0, d#0, g 0, a 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];gong;[ 0, 2, 3, 4.1, 6, 7.2 ];[ c 0, d 0, d#0, e 0, f#0, g 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];harmonicMajor;[ 0, 2, 4, 5.2, 8, 10.1 ];[ c 0, d 0, e 0, f 0, g#0, a#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];harmonicMinor;[ 0, 2.1, 4, 5.2, 8, 10.1 ];[ c 0, d 0, e 0, f 0, g#0, a#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];hexAeolian;[ 0, 1.1, 3, 5, 6.2, 8.1 ];[ c 0, c#0, d#0, f 0, f#0, g#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];hexDorian;[ 0, 2.1, 4, 5, 7, 9.1 ];[ c 0, d 0, e 0, f 0, g 0, a 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];hexMajor6;[ 0, 2, 4, 5.1, 7, 9.1 ];[ c 0, d 0, e 0, f 0, g 0, a 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];hexMajor7;[ 0, 2, 3, 4.1, 7, 8.2 ];[ c 0, d 0, d#0, e 0, g 0, g#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];hexPhrygian;[ 0, 2.1, 3.2, 5, 7.1, 9.1 ];[ c 0, d 0, d#0, f 0, g 0, a 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];hexSus;[ 0, 1.2, 3, 5, 7, 8.1 ];[ c 0, c#0, d#0, f 0, g 0, g#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];hijaz;[ 0, 1.2, 1.5, 3, 8, 8.4 ];[ c 0, c#0, d 0, d#0, g#0, g#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];hijazDesc;[ 0, 1.2, 1.5, 3, 8, 8.4 ];[ c 0, c#0, d 0, d#0, g#0, g#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];hindu;[ 0, 2, 4, 6, 8, 10.1 ];[ c 0, d 0, e 0, f#0, g#0, a#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];hirajoshi;[ 0, 2.1, 3, 4.2, 6, 7.3 ];[ c 0, d 0, d#0, e 0, f#0, g 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];hungarianMinor;[ 0, 2.1, 4, 5.2, 8, 10 ];[ c 0, d 0, e 0, f 0, g#0, a#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];husseini;[ 0, 1.1, 2.1, 3, 7.2, 9 ];[ c 0, c#0, d 0, d#0, g 0, a 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];huzam;[ 0, 1.1, 2, 3.1, 7.2, 8.3 ];[ c 0, c#0, d 0, d#0, g 0, g#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];indian;[ 0, 1, 3, 4, 5.2, 7.1 ];[ c 0, c#0, d#0, e 0, f 0, g 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];ionian;[ 0, 2, 4, 5.1, 8, 10.1 ];[ c 0, d 0, e 0, f 0, g#0, a#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];iraq;[ 0, 1.1, 2, 3, 7.2, 8.3 ];[ c 0, c#0, d 0, d#0, g 0, g#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];iwato;[ 0, 1.3, 3.1, 4, 6.1, 8 ];[ c 0, c#0, d#0, e 0, f#0, g#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];jiao;[ 0, 1.1, 2.2, 4, 5.2, 7.1 ];[ c 0, c#0, d 0, e 0, f 0, g 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];jiharkah;[ 0, 1, 1.3, 3, 7.2, 8.2 ];[ c 0, c#0, c#0, d#0, g 0, g#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];karjighar;[ 0, 1.1, 2.1, 3, 7.2, 9 ];[ c 0, c#0, d 0, d#0, g 0, a 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];kijazKarKurd;[ 0, 1.2, 1.5, 3, 8, 8.4 ];[ c 0, c#0, d 0, d#0, g#0, g#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];kumoi;[ 0, 2.1, 3, 4.1, 6, 7.3 ];[ c 0, d 0, d#0, e 0, f#0, g 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];kurd;[ 0, 1.2, 2.1, 3, 8, 9 ];[ c 0, c#0, d 0, d#0, g#0, a 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];leadingWhole;[ 0, 2, 3.1, 5, 8, 10 ];[ c 0, d 0, d#0, f 0, g#0, a#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];locrian;[ 0, 2.1, 4.1, 6, 8.1, 11 ];[ c 0, d 0, e 0, f#0, g#0, b 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];locrianMajor;[ 0, 2, 4.1, 6, 8, 11 ];[ c 0, d 0, e 0, f#0, g#0, b 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];lydian;[ 0, 2, 4, 5.1, 8, 10 ];[ c 0, d 0, e 0, f 0, g#0, a#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];lydianMinor;[ 0, 2, 4, 6, 8, 10 ];[ c 0, d 0, e 0, f#0, g#0, a#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];mahur;[ 0, 1, 2, 3, 7.2, 8.2 ];[ c 0, c#0, d 0, d#0, g 0, g#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];major;[ 0, 2, 4, 5.1, 8, 10.1 ];[ c 0, d 0, e 0, f 0, g#0, a#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];majorPentatonic;[ 0, 2, 3, 4.1, 6, 7.2 ];[ c 0, d 0, d#0, e 0, f#0, g 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];marva;[ 0, 2, 4, 5.1, 8.1, 10 ];[ c 0, d 0, e 0, f 0, g#0, a#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];melodicMajor;[ 0, 2, 4, 6, 8, 10.1 ];[ c 0, d 0, e 0, f#0, g#0, a#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];melodicMinor;[ 0, 2.1, 4, 5.1, 8, 10.1 ];[ c 0, d 0, e 0, f 0, g#0, a#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];melodicMinorDesc;[ 0, 2.1, 4, 6, 8, 10.1 ];[ c 0, d 0, e 0, f#0, g#0, a#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];minor;[ 0, 2.1, 4, 6, 8, 10.1 ];[ c 0, d 0, e 0, f#0, g#0, a#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];minorPentatonic;[ 0, 1.1, 3, 4, 5.2, 7.1 ];[ c 0, c#0, d#0, e 0, f 0, g 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];mixolydian;[ 0, 2, 4, 6, 8, 10.1 ];[ c 0, d 0, e 0, f#0, g#0, a#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];murassah;[ 0, 1, 2.1, 3, 7.2, 9 ];[ c 0, c#0, d 0, d#0, g 0, a 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];mustar;[ 0, 0.4, 2, 2.3, 7.2, 8.1 ];[ c 0, c 0, d 0, d 0, g 0, g#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];nahawand;[ 0, 1, 2.1, 3, 7.2, 9 ];[ c 0, c#0, d 0, d#0, g 0, a 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];nahawandDesc;[ 0, 1, 2.1, 3, 7.2, 9 ];[ c 0, c#0, d 0, d#0, g 0, a 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];nairuz;[ 0, 1, 2, 3, 7.2, 8.2 ];[ c 0, c#0, d 0, d#0, g 0, g#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];nawaAthar;[ 0, 1, 2.1, 2.4, 7.2, 9 ];[ c 0, c#0, d 0, d 0, g 0, a 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];neapolitanMajor;[ 0, 2.1, 4, 5.1, 8.1, 10.1 ];[ c 0, d 0, e 0, f 0, g#0, a#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];neapolitanMinor;[ 0, 2.1, 4, 5.2, 8.1, 10.1 ];[ c 0, d 0, e 0, f 0, g#0, a#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];nikriz;[ 0, 1, 2.1, 2.4, 7.2, 9 ];[ c 0, c#0, d 0, d 0, g 0, a 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];partch_o1;[ 0, 0.4, 0.7, 1.2, 6.2, 6.6 ];[ c 0, c 0, c#0, c#0, f#0, g 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];partch_o2;[ 0, 0.4, 1, 1.3, 6.2, 6.6 ];[ c 0, c 0, c#0, c#0, f#0, g 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];partch_o3;[ 0, 0.4, 1.1, 1.4, 6.2, 7 ];[ c 0, c 0, c#0, c#0, f#0, g 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];partch_o4;[ 0, 0.4, 1.2, 1.5, 6.2, 7.1 ];[ c 0, c 0, c#0, d 0, f#0, g 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];partch_o5;[ 0, 0.4, 0.7, 1, 6.2, 6.6 ];[ c 0, c 0, c#0, c#0, f#0, g 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];partch_o6;[ 0, 0.4, 0.7, 1.1, 6.2, 6.6 ];[ c 0, c 0, c#0, c#0, f#0, g 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];partch_u1;[ 0, 0.4, 0.7, 1.1, 6.2, 6.6 ];[ c 0, c 0, c#0, c#0, f#0, g 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];partch_u2;[ 0, 0.4, 0.7, 1.2, 6.2, 6.6 ];[ c 0, c 0, c#0, c#0, f#0, g 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];partch_u3;[ 0, 0.4, 1, 1.3, 6.2, 6.6 ];[ c 0, c 0, c#0, c#0, f#0, g 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];partch_u4;[ 0, 0.4, 1.1, 1.4, 6.2, 7 ];[ c 0, c 0, c#0, c#0, f#0, g 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];partch_u5;[ 0, 0.4, 1.2, 1.5, 6.2, 7.1 ];[ c 0, c 0, c#0, d 0, f#0, g 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];partch_u6;[ 0, 0.4, 0.7, 1, 6.2, 6.6 ];[ c 0, c 0, c#0, c#0, f#0, g 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];pelog;[ 0, 2.1, 3, 4.2, 6.1, 7.3 ];[ c 0, d 0, d#0, e 0, f#0, g 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];phrygian;[ 0, 2.1, 4, 6, 8.1, 10.1 ];[ c 0, d 0, e 0, f#0, g#0, a#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];prometheus;[ 0, 2, 3.1, 3.4, 6, 8 ];[ c 0, d 0, d#0, d#0, f#0, g#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];purvi;[ 0, 2, 4, 5.2, 8.1, 10 ];[ c 0, d 0, e 0, f 0, g#0, a#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];rast;[ 0, 1, 2, 3, 7.2, 8.2 ];[ c 0, c#0, d 0, d#0, g 0, g#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];rastDesc;[ 0, 1, 2, 3, 7.2, 8.2 ];[ c 0, c#0, d 0, d#0, g 0, g#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];ritusen;[ 0, 1.2, 3, 4.1, 6, 7.1 ];[ c 0, c#0, d#0, e 0, f#0, g 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];romanianMinor;[ 0, 2.1, 4, 6, 8, 10 ];[ c 0, d 0, e 0, f#0, g#0, a#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];saba;[ 0, 1.1, 2.1, 3.2, 7.2, 9 ];[ c 0, c#0, d 0, d#0, g 0, a 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];scriabin;[ 0, 2, 3, 4.1, 6.1, 7.2 ];[ c 0, d 0, d#0, e 0, f#0, g 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];shang;[ 0, 1.2, 3, 4, 6, 7.1 ];[ c 0, c#0, d#0, e 0, f#0, g 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];shawqAfza;[ 0, 1, 1.3, 3, 7.2, 8.2 ];[ c 0, c#0, c#0, d#0, g 0, g#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];sikah;[ 0, 1.1, 2, 2.3, 7.2, 8.3 ];[ c 0, c#0, d 0, d 0, g 0, g#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];sikahDesc;[ 0, 1.1, 2, 2.3, 7.2, 8.3 ];[ c 0, c#0, d 0, d 0, g 0, g#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];spanish;[ 0, 2, 4, 6, 8.1, 10.1 ];[ c 0, d 0, e 0, f#0, g#0, a#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];superLocrian;[ 0, 3, 4.1, 6, 8.1, 11 ];[ c 0, d#0, e 0, f#0, g#0, b 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];suznak;[ 0, 1, 2, 3, 7.2, 8.2 ];[ c 0, c#0, d 0, d#0, g 0, g#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];todi;[ 0, 2.1, 4, 5.2, 8.1, 10 ];[ c 0, d 0, e 0, f 0, g#0, a#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];ushaqMashri;[ 0, 1, 2.1, 3, 7.2, 9 ];[ c 0, c#0, d 0, d#0, g 0, a 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];whole;[ 0, 2, 3.1, 5, 7, 9 ];[ c 0, d 0, d#0, f 0, g 0, a 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];yakah;[ 0, 1, 2, 3, 7.2, 8.2 ];[ c 0, c#0, d 0, d#0, g 0, g#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];yakahDesc;[ 0, 1, 2, 3, 7.2, 8.2 ];[ c 0, c#0, d 0, d#0, g 0, g#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];yu;[ 0, 1.1, 3, 4, 5.2, 7.1 ];[ c 0, c#0, d#0, e 0, f 0, g 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];zamzam;[ 0, 1.2, 2.1, 3.2, 8, 9 ];[ c 0, c#0, d 0, d#0, g#0, a 0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];zanjaran;[ 0, 1.2, 1.5, 3, 8, 8.4 ];[ c 0, c#0, d 0, d#0, g#0, g#0 ]
C11sharp;[ 0, 4, 7, 10, 14, 18 ];zhi;[ 0, 1.2, 3, 4.1, 6, 7.1 ];[ c 0, c#0, d#0, e 0, f#0, g 0 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];aeolian;[ 0, 2.1, 4, 6, 8, 10, 12.1 ];[ c 0, d 0, e 0, f#0, g#0, a#0, c 1 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];ahirbhairav;[ 0, 2, 4, 6, 8.1, 10, 12 ];[ c 0, d 0, e 0, f#0, g#0, a#0, c 1 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];ajam;[ 0, 1, 1.3, 3, 7.2, 8.1, 9.1 ];[ c 0, c#0, c#0, d#0, g 0, g#0, a 0 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];atharKurd;[ 0, 1.2, 2.1, 2.4, 8, 8.3, 9.3 ];[ c 0, c#0, d 0, d 0, g#0, g#0, a 0 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];augmented;[ 0, 2, 3, 4.2, 6.2, 8.1, 10.1 ];[ c 0, d 0, d#0, e 0, f#0, g#0, a#0 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];augmented2;[ 0, 2, 3.2, 5.1, 7.1, 9, 11 ];[ c 0, d 0, d#0, f 0, g 0, a 0, b 0 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];bartok;[ 0, 2, 4, 6, 8, 10, 12.1 ];[ c 0, d 0, e 0, f#0, g#0, a#0, c 1 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];bastanikar;[ 0, 1.1, 2, 3, 7.2, 8.2, 9.2 ];[ c 0, c#0, d 0, d#0, g 0, g#0, a 0 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];bayati;[ 0, 1.1, 2.1, 3, 7.2, 8.2, 9.3 ];[ c 0, c#0, d 0, d#0, g 0, g#0, a 0 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];bhairav;[ 0, 2, 4, 5.2, 8.1, 10, 12.1 ];[ c 0, d 0, e 0, f 0, g#0, a#0, c 1 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];chinese;[ 0, 1, 3, 3.3, 5.2, 6.1, 8.2 ];[ c 0, c#0, d#0, d#0, f 0, f#0, g#0 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];chromatic;[ 0, 4, 7, 10, 14, 17, 21 ];[ c 0, e 0, g 0, a#0, d 1, f 1, a 1 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];chromatic24;[ 0, 4, 7, 10, 26, 29, 33 ];[ c 0, e 0, g 0, a#0, d 2, f 2, a 2 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];diminished;[ 0, 3, 5, 7, 9.1, 11.1, 14 ];[ c 0, d#0, f 0, g 0, a 0, b 0, d 1 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];diminished2;[ 0, 2.1, 4.1, 6.1, 9, 11, 14 ];[ c 0, d 0, e 0, f#0, a 0, b 0, d 1 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];dorian;[ 0, 2.1, 4, 6, 8, 10, 12 ];[ c 0, d 0, e 0, f#0, g#0, a#0, c 1 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];egyptian;[ 0, 1.2, 3, 4, 6, 7, 8.2 ];[ c 0, c#0, d#0, e 0, f#0, g 0, g#0 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];enigmatic;[ 0, 2, 3.1, 5, 8.1, 9.1, 11.1 ];[ c 0, d 0, d#0, f 0, g#0, a 0, b 0 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];farahfaza;[ 0, 1, 2.1, 3, 7.2, 8.1, 9.3 ];[ c 0, c#0, d 0, d#0, g 0, g#0, a 0 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];gong;[ 0, 2, 3, 4.1, 6, 7.1, 9 ];[ c 0, d 0, d#0, e 0, f#0, g 0, a 0 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];harmonicMajor;[ 0, 2, 4, 5.2, 8, 10, 12.1 ];[ c 0, d 0, e 0, f 0, g#0, a#0, c 1 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];harmonicMinor;[ 0, 2.1, 4, 5.2, 8, 10, 12.1 ];[ c 0, d 0, e 0, f 0, g#0, a#0, c 1 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];hexAeolian;[ 0, 1.1, 3, 5, 6.2, 8, 10.1 ];[ c 0, c#0, d#0, f 0, f#0, g#0, a#0 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];hexDorian;[ 0, 2.1, 4, 5, 7, 9, 10.2 ];[ c 0, d 0, e 0, f 0, g 0, a 0, a#0 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];hexMajor6;[ 0, 2, 4, 5.1, 7, 9, 11 ];[ c 0, d 0, e 0, f 0, g 0, a 0, b 0 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];hexMajor7;[ 0, 2, 3, 4.1, 7, 8.1, 10 ];[ c 0, d 0, d#0, e 0, g 0, g#0, a#0 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];hexPhrygian;[ 0, 2.1, 3.2, 5, 7.1, 9, 10.1 ];[ c 0, d 0, d#0, f 0, g 0, a 0, a#0 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];hexSus;[ 0, 1.2, 3, 5, 7, 8, 10 ];[ c 0, c#0, d#0, f 0, g 0, g#0, a#0 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];hijaz;[ 0, 1.2, 1.5, 3, 8, 8.3, 9.1 ];[ c 0, c#0, d 0, d#0, g#0, g#0, a 0 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];hijazDesc;[ 0, 1.2, 1.5, 3, 8, 8.3, 9.1 ];[ c 0, c#0, d 0, d#0, g#0, g#0, a 0 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];hindu;[ 0, 2, 4, 6, 8, 10, 12.1 ];[ c 0, d 0, e 0, f#0, g#0, a#0, c 1 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];hirajoshi;[ 0, 2.1, 3, 4.2, 6, 7.2, 9.1 ];[ c 0, d 0, d#0, e 0, f#0, g 0, a 0 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];hungarianMinor;[ 0, 2.1, 4, 5.2, 8, 9.2, 12.1 ];[ c 0, d 0, e 0, f 0, g#0, a 0, c 1 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];husseini;[ 0, 1.1, 2.1, 3, 7.2, 8.2, 9.3 ];[ c 0, c#0, d 0, d#0, g 0, g#0, a 0 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];huzam;[ 0, 1.1, 2, 3.1, 7.2, 8.2, 10 ];[ c 0, c#0, d 0, d#0, g 0, g#0, a#0 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];indian;[ 0, 1, 3, 4, 5.2, 7, 8.2 ];[ c 0, c#0, d#0, e 0, f 0, g 0, g#0 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];ionian;[ 0, 2, 4, 5.1, 8, 10, 12 ];[ c 0, d 0, e 0, f 0, g#0, a#0, c 1 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];iraq;[ 0, 1.1, 2, 3, 7.2, 8.2, 9.2 ];[ c 0, c#0, d 0, d#0, g 0, g#0, a 0 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];iwato;[ 0, 1.3, 3.1, 4, 6.1, 7, 8.3 ];[ c 0, c#0, d#0, e 0, f#0, g 0, g#0 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];jiao;[ 0, 1.1, 2.2, 4, 5.2, 7, 8.1 ];[ c 0, c#0, d 0, e 0, f 0, g 0, g#0 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];jiharkah;[ 0, 1, 1.3, 3, 7.2, 8.1, 9.1 ];[ c 0, c#0, c#0, d#0, g 0, g#0, a 0 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];karjighar;[ 0, 1.1, 2.1, 3, 7.2, 8.2, 9.3 ];[ c 0, c#0, d 0, d#0, g 0, g#0, a 0 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];kijazKarKurd;[ 0, 1.2, 1.5, 3, 8, 8.3, 9.1 ];[ c 0, c#0, d 0, d#0, g#0, g#0, a 0 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];kumoi;[ 0, 2.1, 3, 4.1, 6, 7.2, 9 ];[ c 0, d 0, d#0, e 0, f#0, g 0, a 0 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];kurd;[ 0, 1.2, 2.1, 3, 8, 8.3, 9.3 ];[ c 0, c#0, d 0, d#0, g#0, g#0, a 0 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];leadingWhole;[ 0, 2, 3.1, 5, 8, 9.1, 11.1 ];[ c 0, d 0, d#0, f 0, g#0, a 0, b 0 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];locrian;[ 0, 2.1, 4.1, 6, 8.1, 10, 12.1 ];[ c 0, d 0, e 0, f#0, g#0, a#0, c 1 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];locrianMajor;[ 0, 2, 4.1, 6, 8, 10, 12.1 ];[ c 0, d 0, e 0, f#0, g#0, a#0, c 1 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];lydian;[ 0, 2, 4, 5.1, 8, 9.1, 12 ];[ c 0, d 0, e 0, f 0, g#0, a 0, c 1 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];lydianMinor;[ 0, 2, 4, 6, 8, 9.1, 12.1 ];[ c 0, d 0, e 0, f#0, g#0, a 0, c 1 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];mahur;[ 0, 1, 2, 3, 7.2, 8.1, 9.2 ];[ c 0, c#0, d 0, d#0, g 0, g#0, a 0 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];major;[ 0, 2, 4, 5.1, 8, 10, 12 ];[ c 0, d 0, e 0, f 0, g#0, a#0, c 1 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];majorPentatonic;[ 0, 2, 3, 4.1, 6, 7.1, 9 ];[ c 0, d 0, d#0, e 0, f#0, g 0, a 0 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];marva;[ 0, 2, 4, 5.1, 8.1, 9.1, 12 ];[ c 0, d 0, e 0, f 0, g#0, a 0, c 1 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];melodicMajor;[ 0, 2, 4, 6, 8, 10, 12.1 ];[ c 0, d 0, e 0, f#0, g#0, a#0, c 1 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];melodicMinor;[ 0, 2.1, 4, 5.1, 8, 10, 12 ];[ c 0, d 0, e 0, f 0, g#0, a#0, c 1 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];melodicMinorDesc;[ 0, 2.1, 4, 6, 8, 10, 12.1 ];[ c 0, d 0, e 0, f#0, g#0, a#0, c 1 ]
C13;[ 0, 4, 7, 10, 14, 17, 21 ];minor;[ 0, 2.1, 4, 6, 8, 10, 12.1 ];[ c 0, d 0, e 0, f#0, g#0, a#0, c 1 ]
